hospital_id,Hospital_address,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,good_bad_data
HSID00138902,"3456 Oak St, Threetown, USA",PHY15951,neurologist,Cigna,PID5122,bad
HSID00138903,"5678 Maple Ave, Chicago, IL",PHY15952,cardiologist,UnitedHealthcare,PID5192,bad
HSID00138904,"5678 Maple Ave, Chicago, IL",PHY15953,endocrinologist,Aetna,PID5112,bad
HSID00138905,"1234 Elm St, Anytown, USA",PHY15954,endocrinologist,Aetna,PID5112,bad
HSID00138906,"246 Walnut St, Chicago, IL 60601",PHY15955,oncologist,Unitedhealthcare,PID5192,bad
HSID00138907,"1234 Pine St, Othernewtown, USA",PHY15956,uralogist,Bluecross,PID5142,bad
HSID00138908,"7890 Maple St, Fourtown, USA",PHY15957,uralogist,Cigna,PID5122,bad
HSID00138909,"135 Maple St, Boston, MA 02108",PHY15958,neurologist,Medicare,PID5132,bad
HSID00138910,"321 Elm St, San Francisco CA 94109",PHY15959,cardiologist,Medicare,PID5132,bad
HSID00138911,"1234 Main St, San Francisco, CA 94114",PHY15960,endocrinologist,Cigna,PID5122,bad
HSID00138912,"7654 Cedar Rd, Denver, CO 80206",PHY15961,uralogist,Bluecross,PID5142,bad
HSID00138913,"5678 Oak St, New York, NY 10001",PHY15962,oncologist,Unitedhealthcare,PID5192,bad
HSID00138914,"789 Pine St, Seattle WA 98101",PHY15963,uralogist,Bluecross,PID5142,bad
HSID00138915,"123 Main St, Anytown, USA",PHY15964,oncologist,Bluecross,PID5142,bad
HSID00138916,"1012 Pine St, Chicago, IL 60601",PHY15965,uralogist,Aetna,PID5112,bad
HSID00138917,"5678 Elm St, Denver, CO 80202",PHY15966,endocrinologist,Bluecross,PID5142,bad
HSID00138918,"321 Pine St, Otherville USA",PHY15967,cardiologist,Medicare,PID5132,bad
HSID00138919,"123 Main St, Anytown, USA",PHY15968,cardiologist,Aetna,PID5112,bad
HSID00138920,"1234 Pine St, Othernewtown, USA",PHY15969,neurologist,Medicare,PID5132,bad
HSID00138921,"789 Pine St, Anytown USA 34567",PHY15970,neurologist,Medicare,PID5132,bad
HSID00138922,"1234 Pine St, Othernewtown, USA",PHY15971,neurologist,Medicare,PID5132,bad
HSID00138923,"789 Maple St, New York, NY 10001, USA",PHY15972,uralogist,Cigna,PID5122,bad
HSID00138924,"4567 Oak Ave, San Francisco, CA 94110",PHY15973,oncologist,Unitedhealthcare,PID5192,bad
HSID00138925,"1234 Elm St, Anytown, USA",PHY15974,cardiologist,Aetna,PID5112,bad
HSID00138926,"246 Walnut St, Chicago, IL 60601",PHY15975,uralogist,Medicare,PID5132,bad
HSID00138927,"6789 Elm St, Othertown, USA",PHY15976,cardiologist,Bluecross,PID5142,bad
HSID00138928,"7654 Cedar Rd, Denver, CO 80206",PHY15977,cardiologist,Cigna,PID5122,bad
HSID00138929,"1234 Oak St, Los Angeles, CA",PHY15978,endocrinologist,Bluecross,PID5142,bad
HSID00138930,"5678 Oak St, New York, NY 10001",PHY15979,oncologist,Cigna,PID5122,bad
HSID00138931,"4567 Maple St, Miami, FL 33101",PHY15980,oncologist,Medicare,PID5132,bad
HSID00138932,"135 Elm St, Boston, MA 02115",PHY15981,oncologist,Medicare,PID5132,bad
HSID00138933,"3210 Cedar St, Houston, TX 77006",PHY15982,oncologist,UnitedHealthcare,PID5192,bad
HSID00138934,"3456 Oak Ave, Los Angeles, CA 90012",PHY15983,neurologist,Cigna,PID5122,bad
HSID00138935,"1234 Elm St, Anytown, USA",PHY15984,cardiologist,Cigna,PID5122,bad
HSID00138936,"789 Oak St, Newtown, USA",PHY15985,neurologist,Aetna,PID5112,bad
HSID00138937,"135 Maple St, Boston, MA 02108",PHY15986,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00138938,"123 Maple St, San Francisco, CA 94110",PHY15987,endocrinologist,Bluecross,PID5142,bad
HSID00138939,"456 Oak St, Otherville USA",PHY15988,cardiologist,Bluecross,PID5142,bad
HSID00138940,"101 Maple St, Anytown, USA",PHY15989,endocrinologist,Bluecross,PID5142,bad
HSID00138941,"9012 Pine St, New York, NY 10001",PHY15990,oncologist,Medicare,PID5132,bad
HSID00138942,"9876 Maple St, Chicago, IL 60601",PHY15991,neurologist,Cigna,PID5122,bad
HSID00138943,"3210 Cedar St, Houston, TX 77006",PHY15992,oncologist,Cigna,PID5122,bad
HSID00138944,"7890 Pine St, New York NY 10001",PHY15993,cardiologist,Unitedhealthcare,PID5192,bad
HSID00138945,"1234 Maple St, Anytown, USA",PHY15994,oncologist,Cigna,PID5122,bad
HSID00138946,"321 Pine St, Otherville USA",PHY15995,cardiologist,Medicare,PID5132,bad
HSID00138947,"9876 Elm St, Miami, FL",PHY15996,neurologist,Medicare,PID5132,bad
HSID00138948,"9876 Maple Rd, Seattle, WA 98101",PHY15997,uralogist,Cigna,PID5122,bad
HSID00138949,"9012 Oak St, Chicago, IL 60601",PHY15998,neurologist,BlueCross BlueShield,PID5142,bad
HSID00138950,"4567 Maple Ave, Los Angeles CA 90001",PHY15999,uralogist,Cigna,PID5122,bad
HSID00138951,"4567 Cedar Ln, Anytown, USA",PHY16000,cardiologist,Cigna,PID5122,bad
HSID00138952,"135 Maple St, Boston, MA 02108",PHY16001,oncologist,Cigna,PID5122,bad
HSID00138953,"3210 Pine St, Anytown, USA",PHY16002,oncologist,Cigna,PID5122,bad
HSID00138954,"3210 Pine St, Anytown, USA",PHY16003,endocrinologist,Aetna,PID5112,bad
HSID00138955,"3210 Pine St, Seattle, WA 98101",PHY16004,neurologist,Bluecross,PID5142,bad
HSID00138956,"4567 Cedar Ln, Anytown, USA",PHY16005,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00138957,"1234 Elm St, Los Angeles, CA 90001",PHY16006,uralogist,Bluecross,PID5142,bad
HSID00138958,"3456 Maple St, Chicago, IL 60601",PHY16007,endocrinologist,Bluecross,PID5142,bad
HSID00138959,"246 Walnut St, Chicago, IL 60601",PHY16008,cardiologist,Bluecross,PID5142,bad
HSID00138960,"7890 Pine St, New York NY 10001",PHY16009,endocrinologist,Cigna,PID5122,bad
HSID00138961,"789 Maple St, New York, NY 10001, USA",PHY16010,endocrinologist,Medicare,PID5132,bad
HSID00138962,"5678 Elm St, Anytown, USA",PHY16011,cardiologist,Medicare,PID5132,bad
HSID00138963,"5678 Maple Ave, Chicago, IL",PHY16012,oncologist,Unitedhealthcare,PID5192,bad
HSID00138964,"789 Oak St, Newtown, USA",PHY16013,neurologist,UnitedHealthcare,PID5192,bad
HSID00138965,"123 Maple St, San Francisco, CA 94110",PHY16014,cardiologist,Aetna,PID5112,bad
HSID00138966,"5678 Maple Ave, Chicago, IL",PHY16015,oncologist,Medicare,PID5132,bad
HSID00138967,"7890 Cedar St, Anytown, USA",PHY16016,uralogist,Bluecross,PID5142,bad
HSID00138968,"7890 Birch St, Atlanta, GA 30303",PHY16017,oncologist,Bluecross,PID5142,bad
HSID00138969,"4567 Cedar Ln, Anytown, USA",PHY16018,uralogist,Aetna,PID5112,bad
HSID00138970,"5678 Elm St, Anytown, USA",PHY16019,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00138971,"7890 Cedar St, Anytown, USA",PHY16020,cardiologist,Bluecross,PID5142,bad
HSID00138972,"7654 Cedar Rd, Denver, CO 80206",PHY16021,uralogist,Medicare,PID5132,bad
HSID00138973,"1234 Maple St, Anytown, USA",PHY16022,oncologist,Bluecross,PID5142,bad
HSID00138974,"101 Maple St, Anytown, USA",PHY16023,endocrinologist,Medicare,PID5132,bad
HSID00138975,"1357 Main St, New York, NY",PHY16024,uralogist,Cigna,PID5122,bad
HSID00138976,"123 Main St, Anytown, USA",PHY16025,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00138977,"1357 Main St, New York, NY",PHY16026,neurologist,Aetna,PID5112,bad
HSID00138978,"5678 Maple Ave, Chicago, IL",PHY16027,oncologist,Bluecross,PID5142,bad
HSID00138979,"321 Elm St, San Francisco CA 94109",PHY16028,oncologist,Aetna,PID5112,bad
HSID00138980,"321 Pine St, Otherville USA",PHY16029,uralogist,Aetna,PID5112,bad
HSID00138981,"5678 Pine St, New York, NY 10001",PHY16030,endocrinologist,Aetna,PID5112,bad
HSID00138982,"1234 Elm St, Los Angeles, CA 90001",PHY16031,uralogist,Cigna,PID5122,bad
HSID00138983,"456 Elm St, Othertown, USA",PHY16032,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00138984,"246 Walnut St, Chicago, IL 60601",PHY16033,uralogist,BlueCross BlueShield,PID5142,bad
HSID00138985,"123 Main St, Anytown, USA",PHY16034,oncologist,Aetna,PID5112,bad
HSID00138986,"7890 Birch St, Houston, TX 77001",PHY16035,uralogist,Medicare,PID5132,bad
HSID00138987,"1234 Maple St, Anytown, USA",PHY16036,oncologist,Cigna,PID5122,bad
HSID00138988,"7654 Cedar Rd, Denver, CO 80206",PHY16037,neurologist,Aetna,PID5112,bad
HSID00138989,"135 Maple St, Boston, MA 02108",PHY16038,uralogist,Cigna,PID5122,bad
HSID00138990,"1357 Main St, New York, NY",PHY16039,neurologist,Cigna,PID5122,bad
HSID00138991,"789 Pine St, Anytown USA 34567",PHY16040,cardiologist,Medicare,PID5132,bad
HSID00138992,"135 Elm St, Miami, FL 33101, USA",PHY16041,uralogist,Bluecross,PID5142,bad
HSID00138993,"1234 Oak St, Chicago IL 60601",PHY16042,cardiologist,UnitedHealthcare,PID5192,bad
HSID00138994,"123 Main St, Anytown USA",PHY16043,neurologist,Medicare,PID5132,bad
HSID00138995,"123 Main St, Anytown USA 12345",PHY16044,uralogist,Medicare,PID5132,bad
HSID00138996,"1234 Maple St, Anytown, USA",PHY16045,neurologist,Bluecross,PID5142,bad
HSID00138997,"101 Maple St, Anytown, USA",PHY16046,oncologist,Bluecross,PID5142,bad
HSID00138998,"5678 Oak Ave, Miami, FL 33109",PHY16047,uralogist,Aetna,PID5112,bad
HSID00138999,"5678 Elm St, Anytown, USA",PHY16048,neurologist,BlueCross BlueShield,PID5142,bad
HSID00139000,"7890 Pine St, New York, NY 10001",PHY16049,endocrinologist,Bluecross,PID5142,bad
HSID00139001,"1234 Oak St, Los Angeles, CA 90001",PHY16050,oncologist,Aetna,PID5112,bad
HSID00139002,"9012 Pine St, New York, NY 10001",PHY16051,oncologist,Cigna,PID5122,bad
HSID00139003,"123 Main St, New York, NY 10001",PHY16052,neurologist,Aetna,PID5112,bad
HSID00139004,"1234 Oak St, Chicago IL 60601",PHY16053,oncologist,Aetna,PID5112,bad
HSID00139005,"3456 Pine St, Anytown, USA",PHY16054,endocrinologist,Bluecross,PID5142,bad
HSID00139006,"123 Main St, Anytown, USA",PHY16055,oncologist,Bluecross,PID5142,bad
HSID00139007,"4567 Cedar Ln, Anytown, USA",PHY16056,uralogist,Bluecross,PID5142,bad
HSID00139008,"1234 Oak St, Los Angeles, CA 90001",PHY16057,uralogist,Bluecross,PID5142,bad
HSID00139009,"1234 Maple St, Los Angeles, CA 90001",PHY16058,uralogist,Unitedhealthcare,PID5192,bad
HSID00139010,"5678 Pine St, New York, NY 10001",PHY16059,cardiologist,Bluecross,PID5142,bad
HSID00139011,"456 Oak St, Anytown USA 23456",PHY16060,uralogist,Cigna,PID5122,bad
HSID00139012,"135 Elm St, Miami, FL 33101, USA",PHY16061,cardiologist,Aetna,PID5112,bad
HSID00139013,"456 Maple St, Los Angeles CA 90001",PHY16062,endocrinologist,Cigna,PID5122,bad
HSID00139014,"1234 Maple St, Los Angeles, CA 90001",PHY16063,neurologist,Aetna,PID5112,bad
HSID00139015,"9876 Elm St, Miami, FL",PHY16064,uralogist,Bluecross,PID5142,bad
HSID00139016,"456 Elm St, Othertown, USA",PHY16065,endocrinologist,Bluecross,PID5142,bad
HSID00139017,"101 Maple St, Anytown, USA",PHY16066,uralogist,Aetna,PID5112,bad
HSID00139018,"321 Elm St, San Francisco CA 94109",PHY16067,uralogist,Aetna,PID5112,bad
HSID00139019,"567 Maple St, Newtown2, USA",PHY16068,cardiologist,Aetna,PID5112,bad
HSID00139020,"3456 Elm St, Miami, FL 33101",PHY16069,cardiologist,Bluecross,PID5142,bad
HSID00139021,"9876 Maple Rd, Seattle, WA 98101",PHY16070,cardiologist,Bluecross,PID5142,bad
HSID00139022,"9012 Pine St, Chicago, IL 60601",PHY16071,neurologist,Bluecross,PID5142,bad
HSID00139023,"5678 Maple Ave, Anytown, USA",PHY16072,endocrinologist,Cigna,PID5122,bad
HSID00139024,"1234 Oak Ave, San Diego CA 92109",PHY16073,oncologist,Bluecross,PID5142,bad
HSID00139025,"135 Elm St, Miami, FL 33101, USA",PHY16074,cardiologist,Medicare,PID5132,bad
HSID00139026,"5678 Pine St, New York, NY 10001",PHY16075,uralogist,Cigna,PID5122,bad
HSID00139027,"246 Birch St, Houston, TX 77002, USA",PHY16076,uralogist,Unitedhealthcare,PID5192,bad
HSID00139028,"135 Elm St, Boston, MA 02115",PHY16077,cardiologist,Bluecross,PID5142,bad
HSID00139029,"1012 Pine St, Chicago, IL 60601",PHY16078,oncologist,Bluecross,PID5142,bad
HSID00139030,"4567 Maple Ave, Los Angeles CA 90001",PHY16079,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00139031,"123 Main St, Anytown USA 12345",PHY16080,uralogist,Medicare,PID5132,bad
HSID00139032,"1234 Main St, Anytown, USA",PHY16081,cardiologist,BlueCross BlueShield,PID5142,bad
HSID00139033,"3456 Oak St, Threetown, USA",PHY16082,neurologist,Bluecross,PID5142,bad
HSID00139034,"789 Oak St, Anytown, USA",PHY16083,oncologist,Bluecross,PID5142,bad
HSID00139035,"456 Pine St, Los Angeles, CA 90001, USA",PHY16084,neurologist,Bluecross,PID5142,bad
HSID00139036,"123 Main St, Anytown USA",PHY16085,uralogist,Bluecross,PID5142,bad
HSID00139037,"789 Pine St, Anytown USA 34567",PHY16086,neurologist,Medicare,PID5132,bad
HSID00139038,"222 Pine St, Anytown, USA",PHY16087,neurologist,Cigna,PID5122,bad
HSID00139039,"5678 Oak St, Los Angeles, CA 90001",PHY16088,cardiologist,Cigna,PID5122,bad
HSID00139040,"9012 Oak Rd, Anytown, USA",PHY16089,endocrinologist,Bluecross,PID5142,bad
HSID00139041,"1012 Pine St, Chicago, IL 60601",PHY16090,cardiologist,Unitedhealthcare,PID5192,bad
HSID00139042,"7890 Pine St, New York NY 10001",PHY16091,oncologist,Aetna,PID5112,bad
HSID00139043,"123 Main St, Anytown USA 12345",PHY16092,cardiologist,Cigna,PID5122,bad
HSID00139044,"9876 Maple Rd, Seattle, WA 98101",PHY16093,cardiologist,Aetna,PID5112,bad
HSID00139045,"101 Maple Ave, Anytown USA 45678",PHY16094,uralogist,Aetna,PID5112,bad
HSID00139046,"1357 Main St, New York, NY",PHY16095,neurologist,Bluecross,PID5142,bad
HSID00139047,"5678 Maple Ave, Chicago, IL",PHY16096,oncologist,Bluecross,PID5142,bad
HSID00139048,"3456 Oak St, Threetown, USA",PHY16097,oncologist,BlueCross,PID5142,bad
HSID00139049,"1357 Main St, New York, NY",PHY16098,endocrinologist,Medicare,PID5132,bad
HSID00139050,"1234 Elm St, Los Angeles, CA 90001",PHY16099,oncologist,Aetna,PID5112,bad
HSID00139051,"456 Pine St, New York, NY 10012",PHY16100,uralogist,Cigna,PID5122,bad
HSID00139052,"3456 Oak St, Threetown, USA",PHY16101,cardiologist,Unitedhealthcare,PID5192,bad
HSID00139053,"5678 Oak St, New York, NY 10001",PHY16102,cardiologist,Medicare,PID5132,bad
HSID00139054,"1234 Oak St, Chicago IL 60601",PHY16103,cardiologist,Cigna,PID5122,bad
HSID00139055,"7890 Maple St, Fourtown, USA",PHY16104,oncologist,Medicare,PID5132,bad
HSID00139056,"7890 Pine St, Seattle, WA 98101",PHY16105,endocrinologist,Cigna,PID5122,bad
HSID00139057,"7890 Cedar St, Anytown, USA",PHY16106,oncologist,Medicare,PID5132,bad
HSID00139058,"9876 Maple St, Chicago, IL 60601",PHY16107,uralogist,Cigna,PID5122,bad
HSID00139059,"789 Pine St, Anytown USA 34567",PHY16108,uralogist,UnitedHealthcare,PID5192,bad
HSID00139060,"5678 Oak Ave, Miami, FL 33109",PHY16109,oncologist,Medicare,PID5132,bad
HSID00139061,"1234 Elm St, Los Angeles, CA 90001",PHY16110,cardiologist,Medicare,PID5132,bad
HSID00139062,"7890 Pine St, New York NY 10001",PHY16111,endocrinologist,Bluecross,PID5142,bad
HSID00139063,"1234 Elm St, Los Angeles, CA 90001",PHY16112,endocrinologist,Cigna,PID5122,bad
HSID00139064,"1234 Maple St, Los Angeles, CA 90001",PHY16113,uralogist,Medicare,PID5132,bad
HSID00139065,"1234 Main St, San Francisco, CA 94114",PHY16114,uralogist,UnitedHealthcare,PID5192,bad
HSID00139066,"9012 Oak St, Anytown, USA",PHY16115,cardiologist,Bluecross,PID5142,bad
HSID00139067,"1357 Elm St, Seattle WA 98101",PHY16116,cardiologist,Bluecross,PID5142,bad
HSID00139068,"7890 Pine St, New York, NY 10001",PHY16117,oncologist,Cigna,PID5122,bad
HSID00139069,"789 Pine St, Seattle WA 98101",PHY16118,neurologist,Bluecross,PID5142,bad
HSID00139070,"9012 Oak Rd, Anytown, USA",PHY16119,oncologist,Medicare,PID5132,bad
HSID00139071,"567 Maple St, Newtown2, USA",PHY16120,neurologist,Bluecross,PID5142,bad
HSID00139072,"789 Oak St, Chicago, IL 60601",PHY16121,cardiologist,Bluecross,PID5142,bad
HSID00139073,"5678 Pine St, Fivetown, USA",PHY16122,neurologist,Bluecross,PID5142,bad
HSID00139074,"123 Main St, Anytown USA 12345",PHY16123,uralogist,Aetna,PID5112,bad
HSID00139075,"5678 Pine St, Fivetown, USA",PHY16124,uralogist,Unitedhealthcare,PID5192,bad
HSID00139076,"7890 Pine St, New York, NY 10001",PHY16125,oncologist,Cigna,PID5122,bad
HSID00139077,"5678 Oak Ave, Miami, FL 33109",PHY16126,uralogist,Cigna,PID5122,bad
HSID00139078,"7890 Birch St, Houston, TX 77001",PHY16127,oncologist,Medicare,PID5132,bad
HSID00139079,"3210 Cedar St, Houston, TX 77006",PHY16128,neurologist,Cigna,PID5122,bad
HSID00139080,"3456 Pine St, Anytown, USA",PHY16129,endocrinologist,Bluecross,PID5142,bad
HSID00139081,"123 Main St, San Francisco, CA 94114",PHY16130,cardiologist,Bluecross,PID5142,bad
HSID00139082,"7890 Birch St, Atlanta, GA 30303",PHY16131,uralogist,Cigna,PID5122,bad
HSID00139083,"456 Maple St, Los Angeles CA 90001",PHY16132,cardiologist,Unitedhealthcare,PID5192,bad
HSID00139084,"789 Oak St, Chicago, IL 60601",PHY16133,neurologist,Aetna,PID5112,bad
HSID00139085,"3210 Pine St, Boston, MA 02108",PHY16134,cardiologist,Cigna,PID5122,bad
HSID00139086,"9012 Oak Rd, Anytown, USA",PHY16135,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00139087,"5678 Maple Ave, Anytown, USA",PHY16136,neurologist,BlueCross,PID5142,bad
HSID00139088,"246 Pine St, Seattle, WA 98101",PHY16137,cardiologist,Aetna,PID5112,bad
HSID00139089,"321 Pine St, Otherville USA",PHY16138,neurologist,Aetna,PID5112,bad
HSID00139090,"123 Main St, San Francisco, CA 94114",PHY16139,endocrinologist,Aetna,PID5112,bad
HSID00139091,"4567 Maple St, Miami, FL 33101",PHY16140,uralogist,Aetna,PID5112,bad
HSID00139092,"5678 Oak Ave, New York, NY 10001",PHY16141,endocrinologist,Aetna,PID5112,bad
HSID00139093,"1234 Oak St, Los Angeles, CA 90001",PHY16142,oncologist,Medicare,PID5132,bad
HSID00139094,"789 Oak St, Chicago, IL 60601",PHY16143,endocrinologist,Medicare,PID5132,bad
HSID00139095,"101 Maple Ave, Anytown USA 45678",PHY16144,neurologist,Aetna,PID5112,bad
HSID00139096,"789 Elm St, Newtown USA",PHY16145,oncologist,Cigna,PID5122,bad
HSID00139097,"456 Elm St, Los Angeles, CA 90001",PHY16146,endocrinologist,Medicare,PID5132,bad
HSID00139098,"7654 Cedar Rd, Denver, CO 80206",PHY16147,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00139099,"9012 Oak Rd, Anytown, USA",PHY16148,neurologist,Aetna,PID5112,bad
HSID00139100,"321 Pine St, Otherville USA",PHY16149,endocrinologist,Bluecross,PID5142,bad
HSID00139101,"456 Oak St, Anytown USA 23456",PHY16150,neurologist,Bluecross,PID5142,bad
HSID00139102,"456 Elm St, Los Angeles, CA 90001",PHY16151,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00139103,"1012 Pine St, Chicago, IL 60601",PHY16152,oncologist,Cigna,PID5122,bad
HSID00139104,"1357 Main St, New York, NY",PHY16153,oncologist,Cigna,PID5122,bad
HSID00139105,"456 Oak St, Anytown USA 23456",PHY16154,endocrinologist,Bluecross,PID5142,bad
HSID00139106,"3210 Pine St, Seattle, WA 98101",PHY16155,cardiologist,Cigna,PID5122,bad
HSID00139107,"456 Oak St, Otherville USA",PHY16156,neurologist,BlueCross BlueShield,PID5142,bad
HSID00139108,"6789 Elm St, Othertown, USA",PHY16157,cardiologist,Bluecross,PID5142,bad
HSID00139109,"4567 Oak Ave, San Francisco, CA 94110",PHY16158,uralogist,Aetna,PID5112,bad
HSID00139110,"123 Maple St, San Francisco, CA 94110",PHY16159,oncologist,Aetna,PID5112,bad
HSID00139111,"4567 Oak Ave, Los Angeles, CA 90012",PHY16160,uralogist,Cigna,PID5122,bad
HSID00139112,"3456 Oak St, Threetown, USA",PHY16161,cardiologist,Bluecross,PID5142,bad
HSID00139113,"3210 Pine St, Boston, MA 02108",PHY16162,oncologist,Bluecross,PID5142,bad
HSID00139114,"1234 Maple St, Los Angeles, CA 90001",PHY16163,uralogist,Aetna,PID5112,bad
HSID00139115,"3456 Oak St, Threetown, USA",PHY16164,oncologist,Bluecross,PID5142,bad
HSID00139116,"1234 Main St, San Francisco, CA 94114",PHY16165,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00139117,"1234 Maple St, Anytown, USA",PHY16166,uralogist,Unitedhealthcare,PID5192,bad
HSID00139118,"1234 Elm St, Minneapolis, MN 55405",PHY16167,cardiologist,Bluecross,PID5142,bad
HSID00139119,"4567 Maple Ave, Los Angeles CA 90001",PHY16168,endocrinologist,BlueCross,PID5142,bad
HSID00139120,"5678 Oak St, New York, NY 10001",PHY16169,uralogist,Aetna,PID5112,bad
HSID00139121,"7890 Pine St, New York, NY 10001",PHY16170,oncologist,Medicare,PID5132,bad
HSID00139122,"1012 Pine St, Chicago, IL 60601",PHY16171,oncologist,Bluecross,PID5142,bad
HSID00139123,"1357 Main St, New York, NY",PHY16172,uralogist,Aetna,PID5112,bad
HSID00139124,"222 Pine St, Anytown, USA",PHY16173,neurologist,Bluecross,PID5142,bad
HSID00139125,"1234 Elm St, Anytown, USA",PHY16174,oncologist,Bluecross,PID5142,bad
HSID00139126,"789 Oak St, Anytown, USA",PHY16175,endocrinologist,Bluecross,PID5142,bad
HSID00139127,"101 Maple Ave, Anytown USA 45678",PHY16176,neurologist,Unitedhealthcare,PID5192,bad
HSID00139128,"5678 Elm St, Denver, CO 80202",PHY16177,endocrinologist,Aetna,PID5112,bad
HSID00139129,"7890 Maple St, Fourtown, USA",PHY16178,oncologist,Bluecross,PID5142,bad
HSID00139130,"456 Oak St, Miami, FL 33101",PHY16179,cardiologist,Medicare,PID5132,bad
HSID00139131,"1234 Main St, San Francisco, CA 94114",PHY16180,cardiologist,Bluecross,PID5142,bad
HSID00139132,"321 Elm St, San Francisco CA 94109",PHY16181,oncologist,Bluecross,PID5142,bad
HSID00139133,"9876 Elm St, Miami, FL",PHY16182,oncologist,Bluecross,PID5142,bad
HSID00139134,"246 Pine St, Seattle, WA 98101",PHY16183,neurologist,Aetna,PID5112,bad
HSID00139135,"3210 Cedar St, Houston, TX 77006",PHY16184,uralogist,Cigna,PID5122,bad
HSID00139136,"5678 Pine St, New York, NY 10001",PHY16185,endocrinologist,Aetna,PID5112,bad
HSID00139137,"7890 Cedar St, Anytown, USA",PHY16186,uralogist,Medicare,PID5132,bad
HSID00139138,"1234 Maple St, Anytown, USA",PHY16187,uralogist,Bluecross,PID5142,bad
HSID00139139,"7890 Birch St, Atlanta, GA 30303",PHY16188,endocrinologist,Medicare,PID5132,bad
HSID00139140,"123 Main St, Anytown USA",PHY16189,oncologist,Aetna,PID5112,bad
HSID00139141,"7890 Birch St, Atlanta, GA 30303",PHY16190,cardiologist,Cigna,PID5122,bad
HSID00139142,"135 Elm St, Miami, FL 33101, USA",PHY16191,neurologist,UnitedHealthcare,PID5192,bad
HSID00139143,"321 Elm St, San Francisco CA 94109",PHY16192,oncologist,Bluecross,PID5142,bad
HSID00139144,"456 Elm St, Los Angeles, CA 90001",PHY16193,endocrinologist,Cigna,PID5122,bad
HSID00139145,"123 Oak St, Chicago, IL 60601, USA",PHY16194,uralogist,Bluecross,PID5142,bad
HSID00139146,"789 Oak St, Los Angeles, CA 90013",PHY16195,oncologist,Aetna,PID5112,bad
HSID00139147,"321 Elm St, San Francisco CA 94109",PHY16196,uralogist,Aetna,PID5112,bad
HSID00139148,"7890 Maple St, New York, NY 10005",PHY16197,neurologist,Bluecross,PID5142,bad
HSID00139149,"4567 Maple Ave, Los Angeles CA 90001",PHY16198,cardiologist,Medicare,PID5132,bad
HSID00139150,"5678 Maple Ave, Chicago, IL",PHY16199,neurologist,Aetna,PID5112,bad
HSID00139151,"1234 Main St, San Francisco, CA 94114",PHY16200,cardiologist,Cigna,PID5122,bad
HSID00139152,"9012 Oak St, Anytown, USA",PHY16201,uralogist,Medicare,PID5132,bad
HSID00139153,"456 Maple St, Los Angeles CA 90001",PHY16202,oncologist,Aetna,PID5112,bad
HSID00139154,"7654 Cedar Rd, Denver, CO 80206",PHY16203,uralogist,Bluecross,PID5142,bad
HSID00139155,"135 Elm St, Miami, FL 33101, USA",PHY16204,oncologist,Bluecross,PID5142,bad
HSID00139156,"9012 Pine St, Chicago, IL 60601",PHY16205,endocrinologist,Cigna,PID5122,bad
HSID00139157,"9012 Pine St, Chicago, IL 60601",PHY16206,cardiologist,Aetna,PID5112,bad
HSID00139158,"456 Elm St, Los Angeles, CA 90001",PHY16207,endocrinologist,BlueCross,PID5142,bad
HSID00139159,"135 Maple St, Boston, MA 02108",PHY16208,endocrinologist,Bluecross,PID5142,bad
HSID00139160,"456 Oak St, Otherville USA",PHY16209,cardiologist,Bluecross,PID5142,bad
HSID00139161,"4567 Cedar Ln, Anytown, USA",PHY16210,neurologist,Cigna,PID5122,bad
HSID00139162,"1234 Elm St, Anytown, USA",PHY16211,oncologist,Medicare,PID5132,bad
HSID00139163,"1234 Maple St, Anytown, USA",PHY16212,oncologist,Bluecross,PID5142,bad
HSID00139164,"9012 Oak St, Anytown, USA",PHY16213,cardiologist,Bluecross,PID5142,bad
HSID00139165,"456 Elm St, Los Angeles, CA 90001",PHY16214,oncologist,Bluecross,PID5142,bad
HSID00139166,"9876 Maple Rd, Seattle, WA 98101",PHY16215,neurologist,UnitedHealthcare,PID5192,bad
HSID00139167,"222 Pine St, Anytown, USA",PHY16216,oncologist,Medicare,PID5132,bad
HSID00139168,"7890 Birch St, Atlanta, GA 30303",PHY16217,neurologist,Bluecross,PID5142,bad
HSID00139169,"789 Pine St, Seattle WA 98101",PHY16218,endocrinologist,Cigna,PID5122,bad
HSID00139170,"7890 Pine St, Seattle, WA 98101",PHY16219,endocrinologist,Cigna,PID5122,bad
HSID00139171,"1234 Elm St, Los Angeles, CA 90001",PHY16220,oncologist,Bluecross,PID5142,bad
HSID00139172,"222 Pine St, Anytown, USA",PHY16221,uralogist,Medicare,PID5132,bad
HSID00139173,"1234 Elm St, Los Angeles, CA 90001",PHY16222,oncologist,Cigna,PID5122,bad
